"value_numeric","value_nominal","customerid","companyname","country","balance","orderid","orderdate","requireddate","pyear","shippeddate","shipvia","freight","shipname","shipaddress","shipcity","shipregion","shippostalcode","shipcountry","unitprice","quantity","discount","productname","supplierid","categoryid","quantityperunit","p_unitprice","unitsinstock","unitsonorder","reorderlevel","discontinued"
"33.75","L","HILAA","HILARION-Abastos","Venezuela","$1,000.00",10960,"1998-03-19 00:00:00","1998-04-02","1998","1998-04-08",1,"$2.08","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","$4.50",10,"0.25","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"231.6","M","HILAA","HILARION-Abastos","Venezuela","$1,000.00",10960,"1998-03-19 00:00:00","1998-04-02","1998","1998-04-08",1,"$2.08","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","$9.65",24,"0","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"39.9","L","QUEE ","Queen Cozinha","Brazil","$1,000.00",10961,"1998-03-19 00:00:00","1998-04-16","1998","1998-03-30",1,"$104.47","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","$7.00",6,"0.05","Filo Mix",24,5,"16 - 2 kg boxes","$7.00",38,0,25,0
"1080","M","QUEE ","Queen Cozinha","Brazil","$1,000.00",10961,"1998-03-19 00:00:00","1998-04-16","1998","1998-03-30",1,"$104.47","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil","$18.00",60,"0","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"1350","H","QUICK","QUICK-Stop","Germany","$1,000.00",10962,"1998-03-19 00:00:00","1998-04-16","1998","1998-03-23",2,"$275.79","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$30.00",45,"0","Uncle Bob's Organic Dried Pears",3,7,"12 - 1 lb pkgs.","$30.00",15,0,10,0
"462","M","QUICK","QUICK-Stop","Germany","$1,000.00",10962,"1998-03-19 00:00:00","1998-04-16","1998","1998-03-23",2,"$275.79","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$6.00",77,"0","Konbu",6,8,"2 kg box","$6.00",24,0,5,0
"656","M","QUICK","QUICK-Stop","Germany","$1,000.00",10962,"1998-03-19 00:00:00","1998-04-16","1998","1998-03-23",2,"$275.79","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$32.80",20,"0","Perth Pasties",24,6,"48 pieces","$32.80",0,0,0,1
"324","M","QUICK","QUICK-Stop","Germany","$1,000.00",10962,"1998-03-19 00:00:00","1998-04-16","1998","1998-03-23",2,"$275.79","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$36.00",9,"0","Gudbrandsdalsost",15,4,"10 kg pkg.","$36.00",26,0,15,0
"792","M","QUICK","QUICK-Stop","Germany","$1,000.00",10962,"1998-03-19 00:00:00","1998-04-16","1998","1998-03-23",2,"$275.79","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$18.00",44,"0","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"57.8","L","FURIB","Furia Bacalhau e Frutos do Mar","Portugal","$1,000.00",10963,"1998-03-19 00:00:00","1998-04-16","1998","1998-03-26",3,"$2.70","Furia Bacalhau e Frutos do Mar","Jardim das rosas n. 32","Lisboa",NULL,"1675","Portugal","$34.00",2,"0.15","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"375","M","SPECD","Spécialités du monde","France","$1,000.00",10964,"1998-03-20 00:00:00","1998-04-17","1998","1998-03-24",2,"$87.38","Spécialités du monde","25, rue Lauriston","Paris",NULL,"75016","France","$62.50",6,"0","Carnarvon Tigers",7,8,"16 kg pkg.","$62.50",42,0,0,0
"1317.5","H","SPECD","Spécialités du monde","France","$1,000.00",10964,"1998-03-20 00:00:00","1998-04-17","1998","1998-03-24",2,"$87.38","Spécialités du monde","25, rue Lauriston","Paris",NULL,"75016","France","$263.50",5,"0","Côte de Blaye",18,1,"12 - 75 cl bottles","$348.48",17,0,15,0
"360","M","SPECD","Spécialités du monde","France","$1,000.00",10964,"1998-03-20 00:00:00","1998-04-17","1998","1998-03-24",2,"$87.38","Spécialités du monde","25, rue Lauriston","Paris",NULL,"75016","France","$36.00",10,"0","Gudbrandsdalsost",15,4,"10 kg pkg.","$36.00",26,0,15,0
"848","M","OLDWO","Old World Delicatessen","USA","$1,000.00",10965,"1998-03-20 00:00:00","1998-04-17","1998","1998-03-30",3,"$144.38","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$53.00",16,"0","Manjimup Dried Apples",24,7,"50 - 300 g pkgs.","$53.00",20,0,10,0
"208","M","CHOPS","Chop-suey Chinese","Switzerland","$1,000.00",10966,"1998-03-20 00:00:00","1998-04-17","1998","1998-04-08",1,"$27.19","Chop-suey Chinese","Hauptstr. 31","Bern",NULL,"3012","Switzerland","$26.00",8,"0","Gravad lax",17,8,"12 - 500 g pkgs.","$26.00",11,50,25,0
"387.6","M","CHOPS","Chop-suey Chinese","Switzerland","$1,000.00",10966,"1998-03-20 00:00:00","1998-04-17","1998","1998-04-08",1,"$27.19","Chop-suey Chinese","Hauptstr. 31","Bern",NULL,"3012","Switzerland","$38.00",12,"0.15","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"502.86","M","CHOPS","Chop-suey Chinese","Switzerland","$1,000.00",10966,"1998-03-20 00:00:00","1998-04-17","1998","1998-04-08",1,"$27.19","Chop-suey Chinese","Hauptstr. 31","Bern",NULL,"3012","Switzerland","$49.30",12,"0.15","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"110.4","L","TOMSP","Toms Spezialitäten","Germany","$1,000.00",10967,"1998-03-23 00:00:00","1998-04-20","1998","1998-04-02",2,"$62.22","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","$9.20",12,"0","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"800","M","TOMSP","Toms Spezialitäten","Germany","$1,000.00",10967,"1998-03-23 00:00:00","1998-04-20","1998","1998-04-02",2,"$62.22","Toms Spezialitäten","Luisenstr. 48","Münster",NULL,"44087","Germany","$20.00",40,"0","Maxilaku",23,3,"24 - 50 g pkgs.","$20.00",10,60,15,0
"1140","M","ERNSH","Ernst Handel","Austria","$1,000.00",10968,"1998-03-23 00:00:00","1998-04-20","1998","1998-04-01",3,"$74.60","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$38.00",30,"0","Queso Manchego La Pastora",5,4,"10 - 500 g pkgs.","$38.00",86,0,0,0
"135","L","ERNSH","Ernst Handel","Austria","$1,000.00",10968,"1998-03-23 00:00:00","1998-04-20","1998","1998-04-01",3,"$74.60","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$4.50",30,"0","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"133","L","ERNSH","Ernst Handel","Austria","$1,000.00",10968,"1998-03-23 00:00:00","1998-04-20","1998","1998-04-01",3,"$74.60","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$33.25",4,"0","Wimmers gute Semmelknödel",12,5,"20 bags x 4 pieces","$33.25",22,80,30,0
"108","L","COMMI","Comércio Mineiro","Brazil","$1,000.00",10969,"1998-03-23 00:00:00","1998-04-20","1998","1998-03-30",2,"$0.21","Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil","$12.00",9,"0","Spegesild",21,8,"4 - 450 g glasses","$12.00",95,0,0,0
"224","M","BOLID","Bólido Comidas preparadas","Spain","$1,000.00",10970,"1998-03-24 00:00:00","1998-04-07","1998","1998-04-24",1,"$16.16","Bólido Comidas preparadas","C/ Araquil, 67","Madrid",NULL,"28023","Spain","$7.00",40,"0.2","Filo Mix",24,5,"16 - 2 kg boxes","$7.00",38,0,25,0
"1733.06","H","FRANR","France restauration","France","$1,000.00",10971,"1998-03-24 00:00:00","1998-04-21","1998","1998-04-02",2,"$121.82","France restauration","54, rue Royale","Nantes",NULL,"44000","France","$123.79",14,"0","Thüringer Rostbratwurst",12,6,"50 bags x 30 sausgs.","$123.79",0,0,0,1
"234","M","LACOR","La corne d'abondance","France","$1,000.00",10972,"1998-03-24 00:00:00","1998-04-21","1998","1998-03-26",2,"$0.02","La corne d'abondance","67, avenue de l'Europe","Versailles",NULL,"78000","France","$39.00",6,"0","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"17.5","L","LACOR","La corne d'abondance","France","$1,000.00",10972,"1998-03-24 00:00:00","1998-04-21","1998","1998-03-26",2,"$0.02","La corne d'abondance","67, avenue de l'Europe","Versailles",NULL,"78000","France","$2.50",7,"0","Geitost",15,4,"500 g","$2.50",112,0,20,0
"156.15","L","LACOR","La corne d'abondance","France","$1,000.00",10973,"1998-03-24 00:00:00","1998-04-21","1998","1998-03-27",2,"$15.17","La corne d'abondance","67, avenue de l'Europe","Versailles",NULL,"78000","France","$31.23",5,"0","Gumbär Gummibärchen",11,3,"100 - 250 g bags","$31.23",15,0,0,0
"57.9","L","LACOR","La corne d'abondance","France","$1,000.00",10973,"1998-03-24 00:00:00","1998-04-21","1998","1998-03-27",2,"$15.17","La corne d'abondance","67, avenue de l'Europe","Versailles",NULL,"78000","France","$9.65",6,"0","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"77.5","L","LACOR","La corne d'abondance","France","$1,000.00",10973,"1998-03-24 00:00:00","1998-04-21","1998","1998-03-27",2,"$15.17","La corne d'abondance","67, avenue de l'Europe","Versailles",NULL,"78000","France","$7.75",10,"0","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"439","M","SPLIR","Split Rail Beer & Ale","USA","$1,000.00",10974,"1998-03-25 00:00:00","1998-04-08","1998","1998-04-03",3,"$12.96","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA","$43.90",10,"0","Vegie-spread",7,2,"15 - 625 g jars","$43.90",24,0,5,0
"640","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10975,"1998-03-25 00:00:00","1998-04-22","1998","1998-03-27",3,"$32.27","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$40.00",16,"0","Northwoods Cranberry Sauce",3,2,"12 - 12 oz jars","$40.00",6,0,0,0
"77.5","L","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10975,"1998-03-25 00:00:00","1998-04-22","1998","1998-03-27",3,"$32.27","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$7.75",10,"0","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"912","M","HILAA","HILARION-Abastos","Venezuela","$1,000.00",10976,"1998-03-25 00:00:00","1998-05-06","1998","1998-04-03",1,"$37.97","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","$45.60",20,"0","Rössle Sauerkraut",12,7,"25 - 825 g cans","$45.60",26,0,0,1
"540","M","FOLKO","Folk och fä HB","Sweden","$1,000.00",10977,"1998-03-26 00:00:00","1998-04-23","1998","1998-04-10",3,"$208.50","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$18.00",30,"0","Chartreuse verte",18,1,"750 cc per bottle","$23.81",69,0,5,0
"285","M","FOLKO","Folk och fä HB","Sweden","$1,000.00",10977,"1998-03-26 00:00:00","1998-04-23","1998","1998-04-10",3,"$208.50","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$9.50",30,"0","Zaanse koeken",22,3,"10 - 4 oz boxes","$9.50",36,0,0,0
"530","M","FOLKO","Folk och fä HB","Sweden","$1,000.00",10977,"1998-03-26 00:00:00","1998-04-23","1998","1998-04-10",3,"$208.50","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$53.00",10,"0","Manjimup Dried Apples",24,7,"50 - 300 g pkgs.","$53.00",20,0,10,0
"878","M","FOLKO","Folk och fä HB","Sweden","$1,000.00",10977,"1998-03-26 00:00:00","1998-04-23","1998","1998-04-10",3,"$208.50","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$43.90",20,"0","Vegie-spread",7,2,"15 - 625 g jars","$43.90",24,0,5,0
"680","M","MAISD","Maison Dewey","Belgium","$1,000.00",10978,"1998-03-26 00:00:00","1998-04-23","1998","1998-04-23",2,"$32.82","Maison Dewey","Rue Joseph-Bens 532","Bruxelles",NULL,"B-1180","Belgium","$40.00",20,"0.15","Northwoods Cranberry Sauce",3,2,"12 - 12 oz jars","$40.00",6,0,0,0
"340","M","MAISD","Maison Dewey","Belgium","$1,000.00",10978,"1998-03-26 00:00:00","1998-04-23","1998","1998-04-23",2,"$32.82","Maison Dewey","Rue Joseph-Bens 532","Bruxelles",NULL,"B-1180","Belgium","$10.00",40,"0.15","Sir Rodney's Scones",8,3,"24 pkgs. x 4 pieces","$10.00",3,40,5,0
"184","L","MAISD","Maison Dewey","Belgium","$1,000.00",10978,"1998-03-26 00:00:00","1998-04-23","1998","1998-04-23",2,"$32.82","Maison Dewey","Rue Joseph-Bens 532","Bruxelles",NULL,"B-1180","Belgium","$18.40",10,"0","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"99.2","L","MAISD","Maison Dewey","Belgium","$1,000.00",10978,"1998-03-26 00:00:00","1998-04-23","1998","1998-04-23",2,"$32.82","Maison Dewey","Rue Joseph-Bens 532","Bruxelles",NULL,"B-1180","Belgium","$19.45",6,"0.15","Gula Malacca",20,2,"20 - 2 kg bags","$19.45",27,0,15,0
"540","M","ERNSH","Ernst Handel","Austria","$1,000.00",10979,"1998-03-26 00:00:00","1998-04-23","1998","1998-03-31",2,"$353.07","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$30.00",18,"0","Uncle Bob's Organic Dried Pears",3,7,"12 - 1 lb pkgs.","$30.00",15,0,10,0
"760","M","ERNSH","Ernst Handel","Austria","$1,000.00",10979,"1998-03-26 00:00:00","1998-04-23","1998","1998-03-31",2,"$353.07","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$38.00",20,"0","Queso Manchego La Pastora",5,4,"10 - 500 g pkgs.","$38.00",86,0,0,0
"360","M","ERNSH","Ernst Handel","Austria","$1,000.00",10979,"1998-03-26 00:00:00","1998-04-23","1998","1998-03-31",2,"$353.07","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$4.50",80,"0","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"1317","H","ERNSH","Ernst Handel","Austria","$1,000.00",10979,"1998-03-26 00:00:00","1998-04-23","1998","1998-03-31",2,"$353.07","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$43.90",30,"0","Schoggi Schokolade",11,3,"100 - 100 g pieces","$43.90",49,0,30,0
"300","M","ERNSH","Ernst Handel","Austria","$1,000.00",10979,"1998-03-26 00:00:00","1998-04-23","1998","1998-03-31",2,"$353.07","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$12.50",24,"0","Gorgonzola Telino",14,4,"12 - 100 g pkgs","$12.50",0,70,20,0
"1536.5","H","ERNSH","Ernst Handel","Austria","$1,000.00",10979,"1998-03-26 00:00:00","1998-04-23","1998","1998-03-31",2,"$353.07","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$43.90",35,"0","Vegie-spread",7,2,"15 - 625 g jars","$43.90",24,0,5,0
"248","M","FOLKO","Folk och fä HB","Sweden","$1,000.00",10980,"1998-03-27 00:00:00","1998-05-08","1998","1998-04-17",1,"$1.26","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","$7.75",40,"0.2","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"15810","H","HANAR","Hanari Carnes","Brazil","$1,000.00",10981,"1998-03-27 00:00:00","1998-04-24","1998","1998-04-02",2,"$193.37","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil","$263.50",60,"0","Côte de Blaye",18,1,"12 - 75 cl bottles","$348.48",17,0,15,0
"600","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10982,"1998-03-27 00:00:00","1998-04-24","1998","1998-04-08",1,"$14.01","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$30.00",20,"0","Uncle Bob's Organic Dried Pears",3,7,"12 - 1 lb pkgs.","$30.00",15,0,10,0
"414","M","BOTTM","Bottom-Dollar Markets","Canada","$1,000.00",10982,"1998-03-27 00:00:00","1998-04-24","1998","1998-04-08",1,"$14.01","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada","$46.00",9,"0","Ipoh Coffee",20,1,"16 - 500 g tins","$46.00",17,10,25,0
"428.4","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10983,"1998-03-27 00:00:00","1998-04-24","1998","1998-04-06",2,"$657.54","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$6.00",84,"0.15","Konbu",6,8,"2 kg box","$6.00",24,0,5,0
"292.5","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10983,"1998-03-27 00:00:00","1998-04-24","1998","1998-04-06",2,"$657.54","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$19.50",15,"0","Ravioli Angelo",26,5,"24 - 250 g pkgs.","$19.50",36,0,20,0
"959.75","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10984,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-03",3,"$211.22","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$17.45",55,"0","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"90","L","SAVEA","Save-a-lot Markets","USA","$1,000.00",10984,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-03",3,"$211.22","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$4.50",20,"0","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"760","M","SAVEA","Save-a-lot Markets","USA","$1,000.00",10984,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-03",3,"$211.22","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA","$19.00",40,"0","Inlagd Sill",17,8,"24 - 250 g  jars","$19.00",112,0,20,0
"565.38","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10985,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-02",1,"$91.51","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$17.45",36,"0.1","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"450","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10985,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-02",1,"$91.51","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$62.50",8,"0.1","Carnarvon Tigers",7,8,"16 kg pkg.","$62.50",42,0,0,0
"1008","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10985,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-02",1,"$91.51","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$32.00",35,"0.1","Mascarpone Fabioli",14,4,"24 - 200 g pkgs.","$32.00",9,40,25,0
"630","M","OCEA ","Océano Atlántico Ltda.","Argentina","$1,000.00",10986,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-21",2,"$217.86","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",NULL,"1010","Argentina","$21.00",30,"0","Queso Cabrales",5,4,"1 kg pkg.","$21.00",10,30,30,0
"1215","H","OCEA ","Océano Atlántico Ltda.","Argentina","$1,000.00",10986,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-21",2,"$217.86","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",NULL,"1010","Argentina","$81.00",15,"0","Sir Rodney's Marmalade",8,3,"30 gift boxes","$81.00",40,0,0,0
"180","L","OCEA ","Océano Atlántico Ltda.","Argentina","$1,000.00",10986,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-21",2,"$217.86","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",NULL,"1010","Argentina","$18.00",10,"0","Lakkalikööri",23,1,"500 ml","$18.00",57,0,20,0
"195","L","OCEA ","Océano Atlántico Ltda.","Argentina","$1,000.00",10986,"1998-03-30 00:00:00","1998-04-27","1998","1998-04-21",2,"$217.86","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires",NULL,"1010","Argentina","$13.00",15,"0","Original Frankfurter grüne Soße",12,2,"12 boxes","$13.00",32,0,15,0
"1800","H","EASTC","Eastern Connection","UK","$1,000.00",10987,"1998-03-31 00:00:00","1998-04-28","1998","1998-04-06",1,"$185.48","Eastern Connection","35 King George","London",NULL,"WX3 6FW","UK","$30.00",60,"0","Uncle Bob's Organic Dried Pears",3,7,"12 - 1 lb pkgs.","$30.00",15,0,10,0
"276","M","EASTC","Eastern Connection","UK","$1,000.00",10987,"1998-03-31 00:00:00","1998-04-28","1998","1998-04-06",1,"$185.48","Eastern Connection","35 King George","London",NULL,"WX3 6FW","UK","$46.00",6,"0","Ipoh Coffee",20,1,"16 - 500 g tins","$46.00",17,10,25,0
"696","M","EASTC","Eastern Connection","UK","$1,000.00",10987,"1998-03-31 00:00:00","1998-04-28","1998","1998-04-06",1,"$185.48","Eastern Connection","35 King George","London",NULL,"WX3 6FW","UK","$34.80",20,"0","Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.","$34.80",9,0,0,0
"1800","H","RATTC","Rattlesnake Canyon Grocery","USA","$1,000.00",10988,"1998-03-31 00:00:00","1998-04-28","1998","1998-04-10",2,"$61.14","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","$30.00",60,"0","Uncle Bob's Organic Dried Pears",3,7,"12 - 1 lb pkgs.","$30.00",15,0,10,0
"1774.8","H","RATTC","Rattlesnake Canyon Grocery","USA","$1,000.00",10988,"1998-03-31 00:00:00","1998-04-28","1998","1998-04-10",2,"$61.14","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","$49.30",40,"0.1","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"1000","M","QUEDE","Que Delícia","Brazil","$1,000.00",10989,"1998-03-31 00:00:00","1998-04-28","1998","1998-04-02",1,"$34.76","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","$25.00",40,"0","Grandma's Boysenberry Spread",3,2,"12 - 8 oz jars","$25.00",120,0,25,0
"315","M","QUEDE","Que Delícia","Brazil","$1,000.00",10989,"1998-03-31 00:00:00","1998-04-28","1998","1998-04-02",1,"$34.76","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","$21.00",15,"0","Queso Cabrales",5,4,"1 kg pkg.","$21.00",10,30,30,0
"38.6","L","QUEDE","Que Delícia","Brazil","$1,000.00",10989,"1998-03-31 00:00:00","1998-04-28","1998","1998-04-02",1,"$34.76","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","$9.65",4,"0","Jack's New England Clam Chowder",19,8,"12 - 12 oz cans","$9.65",85,0,10,0
"650","M","ERNSH","Ernst Handel","Austria","$1,000.00",10990,"1998-04-01 00:00:00","1998-05-13","1998","1998-04-07",3,"$117.61","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$10.00",65,"0","Sir Rodney's Scones",8,3,"24 pkgs. x 4 pieces","$10.00",3,40,5,0
"714","M","ERNSH","Ernst Handel","Austria","$1,000.00",10990,"1998-04-01 00:00:00","1998-05-13","1998","1998-04-07",3,"$117.61","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","$14.00",60,"0.15","Sasquatch Ale",16,1,"24 - 12 oz bottles","$14.00",111,0,15,0
